Fonte,Título,Link,Área,Localidade,Salário,Habilidades,Empresa,Publicada em,Modalidade,Requisitos,Descrição
catho,Atendente de Restaurante,https://www.catho.com.br/vagas/atendente-de-restaurante/32007642/,,,,,,,,,"CANDIDATURA FÁCIL Atendente de Restaurante CLIMA RH Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada em 06/08 vaga prorrogada -Atendimento ao Cliente - Receber orientar no cardápio, anotar pedidos e servir refeições -Apoio no Ambiente - Manter o local limpo, organizar mesas e reabastecer utensílios… continuar lendo Enviar Candidatura Fácil"
catho,Assistente de eventos - fluente/Ou Nativo Em Espanhol,https://www.catho.com.br/vagas/assistente-de-eventos-fluente-ou-nativo-em-espanhol/31802320/,,,,,,,,,"CANDIDATURA FÁCIL Assistente de eventos - fluente/Ou Nativo Em Espanhol Aspen Eventos Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada em 06/08 vaga prorrogada Elaborar relação de empresas, contatar entidades para solicitar apoio de divulgação e entrar em contato com empresas para divulgar os eventosidioma espanhol fluente já ter… continuar lendo Enviar Candidatura Fácil"
catho,ANALISTA DE CREDENCIAMENTO JR,https://www.catho.com.br/vagas/analista-de-credenciamento-jr/31987295/,,,,,,,,,"CANDIDATURA FÁCIL ANALISTA DE CREDENCIAMENTO JR GFP SAÚDE Até R$ 2.000,00 1 vaga: Curitiba - PR (1) Publicada em 06/08 vaga prorrogada - Irá trabalhar na área administrativa de uma empresa do segmento de saúde, realizando contato telefônico com clientes e prestadores de serviço (médicos e clínicas); - Será… continuar lendo Enviar Candidatura Fácil"
catho,Encarregado (a) de Logística,https://www.catho.com.br/vagas/encarregado-a-de-logistica/32886517/,,,,,,,,,"CANDIDATURA FÁCIL Encarregado (a) de Logística RHF Talentos - Bauru Jardim Estoril IV A combinar 1 vaga: Agudos - SP (1) Atualizada hoje 1037 - ENCARREGADO DE LOGÍSTICA AGUDOS/SP Requisitos: Ensino superior Completo em Logística; Experiência na área; Conhecimento em Gestão de Pessoas, Processos Logísticos, Sistema… continuar lendo Enviar Candidatura Fácil"
catho,Avaliador Físico,https://www.catho.com.br/vagas/avaliador-fisico/31774675/,,,,,,,,,"CANDIDATURA FÁCIL Avaliador Físico AG SAUDE A combinar 1 vaga: São Paulo - SP (1) Publicada em 07/08 vaga prorrogada Realizar anamnese clínica, avaliação antropométrica, postural, física e funcional. Criação de relatórios com dados coletados. Indicação de atividades e serviços compatíveis as… continuar lendo Enviar Candidatura Fácil"
catho,Líder Técnico Funcional Salesforce,https://www.catho.com.br/vagas/lider-tecnico-funcional-salesforce/31996562/,,,,,,,,,"CANDIDATURA FÁCIL Líder Técnico Funcional Salesforce Empresa ConfidencialPor que? A combinar 1 vaga: São Paulo - SP (1) Publicada em 07/08 vaga prorrogada Atuação como Funcional do Salesforce / Líder de Serviços. Gestão de incidentes e problemas. Entender os incidentes, tratar com o time de desenvolvimento, entender a causa raiz… continuar lendo Enviar Candidatura Fácil"
catho,Operador de Telemarketing Ativo e Receptivo (PCD),https://www.catho.com.br/vagas/operador-de-telemarketing-ativo-e-receptivo-pcd/32878553/,,,,,,,,,"CANDIDATURA FÁCIL Operador de Telemarketing Ativo e Receptivo (PCD) KSL Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Atualizada hoje Está em busca de uma oportunidade para começar sua carreira? Quer crescer em uma empresa que valoriza seu desenvolvimento? Então, essa vaga é para você! Somos especialista em… continuar lendo Enviar Candidatura Fácil"
catho,Auxiliar de Limpeza,https://www.catho.com.br/vagas/auxiliar-de-limpeza/31996063/,,,,,,,,,"CANDIDATURA FÁCIL Auxiliar de Limpeza CLÍNICA MENTHALHELP Até R$ 2.000,00 1 vaga: Guarulhos - SP (1) Publicada em 07/08 vaga prorrogada Responsável por manter limpos e organizados os espaços em que trabalha. Realizar a limpeza de ambientes como salas, banheiros, corredores, cozinhas e áreas externas. Isso inclui… continuar lendo Enviar Candidatura Fácil"
catho,Auxiliar de Produção,https://www.catho.com.br/vagas/auxiliar-de-producao/31996024/,,,,,,,,,"CANDIDATURA FÁCIL Auxiliar de Produção CCRM Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: Cotia - SP (1) Publicada em 07/08 Auxiliar na linha de produção, realizar inspeção na qualidade de produtos operando máquinas e equipamentos.Desejável experiência em produção. continuar lendo Enviar Candidatura Fácil"
catho,Auxiliar de Limpeza,https://www.catho.com.br/vagas/auxiliar-de-limpeza/31996020/,,,,,,,,,"CANDIDATURA FÁCIL Auxiliar de Limpeza CLÍNICA MENTHALHELP Até R$ 2.000,00 1 vaga: Guarulhos - SP (1) Publicada em 07/08 vaga prorrogada Responsável por manter limpos e organizados os espaços em que trabalha. Realizar a limpeza de ambientes como salas, banheiros, corredores, cozinhas e áreas externas. Isso inclui… continuar lendo Enviar Candidatura Fácil"
catho,Vendedor interno,https://www.catho.com.br/vagas/vendedor-interno/31758078/,,,,,,,,,"CANDIDATURA FÁCIL Vendedor interno Agora treinamentos Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: Jau - SP (1) Publicada em 01/08 vaga prorrogada Atendimento ao cliente de forma presencial e online (WhatsApp, e-mail ou outras ferramentas); Prospecção de clientes e reativação de clientes inativos; Elaboração e follow-up de… continuar lendo Enviar Candidatura Fácil"
catho,Ajudante de Entrega,https://www.catho.com.br/vagas/ajudante-de-entrega/31751235/,,,,,,,,,"CANDIDATURA FÁCIL Ajudante de Entrega Alocama Locação de Móveis Ltda Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada em 01/08 vaga prorrogada Auxílio no carregamento e descarregamento Apoiar a equipe na organização dos móveis hospitalares no veículo, assegurando que estejam devidamente protegidos e fixados para… continuar lendo Enviar Candidatura Fácil"
catho,Advogado Sócio(a) de Serviço - Consumidor/Bancário.,https://www.catho.com.br/vagas/advogado-socioa-de-servico-consumidor-bancario/31939896/,,,,,,,,,CANDIDATURA FÁCIL Advogado Sócio(a) de Serviço - Consumidor/Bancário. VEZZI E LAPOLLA A combinar 1 vaga: São Paulo - SP (1) Publicada em 04/08 vaga prorrogada Responsabilidades e atribuições: Será responsável por carteira judicial; Elaboração de todas as peças da carteira; Preenchimento do sistema do escritório e do… continuar lendo Enviar Candidatura Fácil
catho,Analista Contábil - Controladoria,https://www.catho.com.br/vagas/analista-contabil-controladoria/31721670/,,,,,,,,,"CANDIDATURA FÁCIL Analista Contábil - Controladoria BUSCCAR CONSULTORIA A combinar 3 vagas: Recife - PE (3) Publicada em 04/08 vaga prorrogada Atribuições: Planejamento estratégico; Analise de resultados financeiros e suas variações; Realizar analise das despesas; Criar e implantar politicas, normas e procedimentos… continuar lendo Enviar Candidatura Fácil"
catho,Auxiliar Jardineiro,https://www.catho.com.br/vagas/auxiliar-jardineiro/31853144/,,,,,,,,,"CANDIDATURA FÁCIL Auxiliar Jardineiro CLUBE ATLÉTICO JUVENTUS Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada em 04/08 vaga prorrogada Um auxiliar de jardinagem desempenha tarefas de apoio em áreas verdes, sob a orientação de um jardineiro ou paisagista. As atividades incluem cuidar de plantas, realizar… continuar lendo Enviar Candidatura Fácil"
catho,Conferente - Parque Industrial Daci,https://www.catho.com.br/vagas/conferente-parque-industrial-daci/31939792/,,,,,,,,,"CANDIDATURA FÁCIL Conferente - Parque Industrial Daci EMPREG SELEÇÃO DE PESSOAL Até R$ 2.000,00 1 vaga: Taboão da Serra - SP (1) Publicada em 04/08 vaga prorrogada Conferência de insumos, matérias-primas e produtos acabados. Verificar entrada e saída de produtos no estoque. Conferir notas fiscais e pedidos com os produtos recebidos/enviados… continuar lendo Enviar Candidatura Fácil"
catho,Técnica de Enfermagem,https://www.catho.com.br/vagas/tecnica-de-enfermagem/31936859/,,,,,,,,,"CANDIDATURA FÁCIL Técnica de Enfermagem EPAD Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada em 04/08 vaga prorrogada Profissional com experiência assistencial em clínicas, enfermagem nível técnico, auxilio em pequenos procedimentos, cuidados com paciente pré e pós procedimento. continuar lendo Enviar Candidatura Fácil"
catho,RECEPÇÃO CAIXA,https://www.catho.com.br/vagas/recepcao-caixa/31724565/,,,,,,,,,"CANDIDATURA FÁCIL RECEPÇÃO CAIXA MISTURA CERTA Até R$ 2.000,00 1 vaga: Rio de Janeiro - RJ (1) Atualizada em 14/08 Recepcionar clientes e visitantes Realizar operações de caixa, recebendo pagamentos. Manter a organização do espaço de atendimento Auxiliar em atividades administrativas da… continuar lendo Enviar Candidatura Fácil"
catho,Cuidadora de Idosos,https://www.catho.com.br/vagas/cuidadora-de-idosos/31771293/,,,,,,,,,"CANDIDATURA FÁCIL Cuidadora de Idosos CLINICA RESIDENCE PRIME Até R$ 2.000,00 2 vagas: Santo Andre - SP (2) Publicada em 04/08 vaga prorrogada PRESTAR CUIDADOS A HIGIENE, ALIMENTÇÃO, SAÚDE E BEM ESTAR PARA PESSOAS IDOSASEXPERIÊNCIA, DISPOSIÇÃO , RESPONSABILIDADE E RESIDIR PROXIMO A SANTO ANDRE, SÃO CAETANO, MAUÁ continuar lendo Enviar Candidatura Fácil"
catho,Atendente de Loja,https://www.catho.com.br/vagas/atendente-de-loja/31770424/,,,,,,,,,"CANDIDATURA FÁCIL Atendente de Loja ÓTICA DINIZ Até R$ 2.000,00 3 vagas: Contagem - MG (3) Publicada em 04/08 vaga prorrogada Atender e auxiliar os clientes na escolha de produtos; Realizar vendas e fechamento de caixa; Manter a organização e limpeza da loja; Informar os clientes sobre promoções e… continuar lendo Enviar Candidatura Fácil"
catho,Estágio em Tecnologia,https://www.catho.com.br/vagas/estagio-em-tecnologia/31734038/,,,,,,,,,"CANDIDATURA FÁCIL Estágio em Tecnologia MCSA Até R$ 2.000,00 1 vaga: Belo Horizonte - MG (1) Publicada em 04/08 vaga prorrogada Responsabilidades: * Atualizar e manter dashboards existentes, garantindo a precisão e atualidade das informações. * Atender chamados de suporte técnico do time, com foco na… continuar lendo Enviar Candidatura Fácil"
catho,Consultor de Negócios B2B - VIVO,https://www.catho.com.br/vagas/consultor-de-negocios-b2b-vivo/31842093/,,,,,,,,,"CANDIDATURA FÁCIL Consultor de Negócios B2B - VIVO L2L ITELCO Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada em 04/08 vaga prorrogada Oferecemos salário fixo + vale-transporte + comissões sem teto mínimo, sendo nosso diferencial a política atrativa de comissionamento. * As principais responsabilidades da função… continuar lendo Enviar Candidatura Fácil"
catho,Operador de Telemarketing,https://www.catho.com.br/vagas/operador-de-telemarketing/32841123/,,,,,,,,,"CANDIDATURA FÁCIL Operador de Telemarketing GM ASSESSORIA Até R$ 2.000,00 20 vagas: São Paulo - SP (20) Atualizada hoje Estamos em busca de um Operador de Telemarketing para se juntar à nossa equipe na RG Serviços de Escritórios Ltda. Como Operador de Telemarketing, você será fundamental para o… continuar lendo Enviar Candidatura Fácil"
catho,Consultor de Negócios B2B - Carteira Vivo,https://www.catho.com.br/vagas/consultor-de-negocios-b2b-carteira-vivo/31950607/,,,,,,,,,"CANDIDATURA FÁCIL Consultor de Negócios B2B - Carteira Vivo L2L ITELCO Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada em 04/08 vaga prorrogada Estamos em busca de um(a) Consultor(a) de Negócios B2B para atuar com uma carteira de clientes Vivo, sendo responsável pelo gerenciamento e desenvolvimento do relacionamento com… continuar lendo Enviar Candidatura Fácil"
catho,Recepcionista Hospitalar,https://www.catho.com.br/vagas/recepcionista-hospitalar/31723035/,,,,,,,,,"CANDIDATURA FÁCIL Recepcionista Hospitalar HOSPITAL VETERINÁRIO CÃES E GATOS 24H Até R$ 2.000,00 4 vagas: Osasco - SP (4) Publicada em 04/08 vaga prorrogada * Atendimento aos Tutores. * Abertura de fichas. * Atendimento telefônico. * Recebimento e arquivamento de documentos. * Agendamento de consultas e exames * Organização de… continuar lendo Enviar Candidatura Fácil"
catho,Assistente Comercial,https://www.catho.com.br/vagas/assistente-comercial/31898336/,,,,,,,,,"CANDIDATURA FÁCIL Assistente Comercial ColorTelha Até R$ 2.000,00 1 vaga: Rio de Janeiro - RJ (1) Publicada em 04/08 vaga prorrogada Prospecção de cliente; Gerir a carteira de clientes e identificar novas oportunidades de negócios; Trabalhar leads qualificados recebidos diariamente; Atendimento e Negociação (na… continuar lendo Enviar Candidatura Fácil"
catho,Recepcionista,https://www.catho.com.br/vagas/recepcionista/31936899/,,,,,,,,,"CANDIDATURA FÁCIL Recepcionista CLINICA UNICA Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada em 04/08 vaga prorrogada Recepcionar pacientes, abertura de ficha de cadastro, atendimento ao WhatsApp e telefone. Estamos situados na Vila Olímpia próximo a estação do trem. Experiência com recepção de… continuar lendo Enviar Candidatura Fácil"
catho,Operador de Máquina,https://www.catho.com.br/vagas/operador-de-maquina/31950301/,,,,,,,,,"CANDIDATURA FÁCIL Operador de Máquina Riomar Cordas Até R$ 2.000,00 30 vagas: Itajai - SC (30) Atualizada em 06/08 Irão operar máquinas que produzem fios e Cordas. Ensino Fundamental. continuar lendo Enviar Candidatura Fácil"
catho,Auxiliar de Cozinha,https://www.catho.com.br/vagas/auxiliar-de-cozinha/31780700/,,,,Excel,,,,,"CANDIDATURA FÁCIL Auxiliar de Cozinha Strassberg Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: Londrina - PR (1) Publicada em 04/08 vaga prorrogada Participar ativamente das tarefas de rotina de preparo de alimentos; Auxiliar na montagem dos pratos; Conhecer todos os pratos garantindo a execução padrão com excelência. Manter… continuar lendo Enviar Candidatura Fácil"
catho,Caixa de Loja - CAMPINAS,https://www.catho.com.br/vagas/caixa-de-loja-campinas/31896103/,,,,,,,,,"CANDIDATURA FÁCIL Caixa de Loja - CAMPINAS LOJA DO TED Vaga com recrutador muito ativo Até R$ 2.000,00 5 vagas: Campinas - SP (5) Publicada em 04/08 vaga prorrogada Realizar operações de caixa, recebendo pagamentos e emitindo comprovantes Atender e auxiliar clientes no processo de compra Manter o caixa organizado e limpoExperiência anterior… continuar lendo Enviar Candidatura Fácil"
catho,Farmacêutico,https://www.catho.com.br/vagas/farmaceutico/31922689/,,,,,,,,,"CANDIDATURA FÁCIL Farmacêutico Empresa ConfidencialPor que? De R$ 4.001,00 a R$ 5.000,00 1 vaga: São Paulo - SP (1) Publicada em 04/08 vaga prorrogada Prestar assistência farmacêutica necessária; Realizar o controle e aplicação de injetável; Atendimento ao cliente/paciente; Controle de entrada e saída de psicotrópicos… continuar lendo Enviar Candidatura Fácil"
catho,Coordenador de Logística,https://www.catho.com.br/vagas/coordenador-de-logistica/31852686/,,,,,,,,,CANDIDATURA FÁCIL Coordenador de Logística JM ALVES A combinar 1 vaga: São Paulo - SP (1) Publicada em 05/08 vaga prorrogada Coordenar o acompanhamento das entregas em trânsito. Coordenar a análise das ocorrências de entrega. Analisar os relatórios de devolução e verificar acuracidade. Gerar relatórios… continuar lendo Enviar Candidatura Fácil
catho,Atendente de Quiosque de cosméticos - Prudenshopping (Presidente Prudente),https://www.catho.com.br/vagas/atendente-de-quiosque-de-cosmeticos-prudenshopping-presidente-prudente/32211672/,,ticos,,,,,,,"CANDIDATURA FÁCIL Atendente de Quiosque de cosméticos - Prudenshopping (Presidente Prudente) Grupo Goold Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: Presidente Prudente - SP (1) Publicada em 20/06 Realização de vendas, atendimento e abordagem de supostos clientes para apresentação dos produtos. Ensino médio completo, abordagem, disponibilidade total de horário e fácil… continuar lendo Enviar Candidatura Fácil"
catho,Vendedor Interno,https://www.catho.com.br/vagas/vendedor-interno/32211654/,,,,,,,,,"CANDIDATURA FÁCIL Vendedor Interno ******** Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada em 20/06 Prospecção, ligações, atendimento ao cliente, fechamento de pedidos, pós vendas.Experiencia em vendas, boa comunicação, experiencia em negociação. continuar lendo Enviar Candidatura Fácil"
catho,Técnico(a) em Segurança do Trabalho - Vaga afirmativa também para o público PCD - 96880,https://www.catho.com.br/vagas/tecnicoa-em-seguranca-do-trabalho-vaga-afirmativa-tambem-para-o-publico-pcd-96880/32211928/,,,,,o público PCD - 96880,,,,"CANDIDATURA FÁCIL Técnico(a) em Segurança do Trabalho - Vaga afirmativa também para o público PCD - 96880 MANPOWER Vaga com recrutador muito ativo De R$ 3.001,00 a R$ 4.000,00 1 vaga: São Paulo - SP (1) Publicada em 20/06 Responsabilidades e atribuições Esta vaga também é destinada a Pessoas com Deficiência (PCD). Valorizamos a diversidade e incentivamos a candidatura de profissionais de todos os… continuar lendo Enviar Candidatura Fácil"
catho,Técnico de Segurança do Trabalho,https://www.catho.com.br/vagas/tecnico-de-seguranca-do-trabalho/32213838/,,,,,,,,,"CANDIDATURA FÁCIL Técnico de Segurança do Trabalho BRASMEG TRANSPORTES De R$ 4.001,00 a R$ 5.000,00 1 vaga: Maua - SP (1) Publicada em 20/06 Identificação de riscos Elaboração de programas de prevenção Realização de treinamentos Fiscalização do cumprimento das normas Investigação de acidentes Elaboração de… continuar lendo Enviar Candidatura Fácil"
catho,Coordenador Comercial Plano de Serviços,https://www.catho.com.br/vagas/coordenador-comercial-plano-de-servicos/32214299/,,,,Excel,,,,,"CANDIDATURA FÁCIL Coordenador Comercial Plano de Serviços LUVEP Vaga com recrutador muito ativo De R$ 5.001,00 a R$ 6.000,00 1 vaga: Viana - ES (1) Publicada em 20/06 plataforma Volvo Connect, liderando a equipe, acompanhando metas, visitando clientes e garantindo a rentabilidade e a excelência no pós-vendas. Atua de forma estratégica para… continuar lendo Enviar Candidatura Fácil"
catho,Supervisor Comercial - Limeira/SP,https://www.catho.com.br/vagas/supervisor-comercial-limeira-sp/32213872/,,,,,,,,,"CANDIDATURA FÁCIL Supervisor Comercial - Limeira/SP CREFAZ De R$ 6.001,00 a R$ 7.000,00 1 vaga: Limeira - SP (1) Publicada em 20/06 Responsável por realizar prospecção, manutenção e acompanhamento de lojistas parceiros para a execução do plano de vendas, visando assegurar os compromissos estabelecidos… continuar lendo Enviar Candidatura Fácil"
catho,Head de Marketing Digital,https://www.catho.com.br/vagas/head-de-marketing-digital/32211816/,,,,,,,,,"CANDIDATURA FÁCIL Head de Marketing Digital MEGA FINANCE Vaga com recrutador muito ativo De R$ 6.001,00 a R$ 7.000,00 1 vaga: São Paulo - SP (1) Publicada em 20/06 Desenvolver e implementar estratégias de marketing para aumentar a visibilidade da marca e impulsionar as vendas. Criar e gerenciar campanhas publicitárias (digitais, impressas… continuar lendo Enviar Candidatura Fácil"
catho,Auxiliar de Loja - Jundiai,https://www.catho.com.br/vagas/auxiliar-de-loja-jundiai/32185004/,,,,,,,,,"CANDIDATURA FÁCIL Auxiliar de Loja - Jundiai RANDSTAD SP Até R$ 2.000,00 1 vaga: Jundiai - SP (1) Publicada em 18/06 VENDEDOR --> Atender aos clientes L’occitane no setor de perfumaria, identificando suas necessidades e orientando-os com informações necessárias sobre os produtos, visando as… continuar lendo Enviar Candidatura Fácil"
catho,Ajudante de Produção - Varginha/MG,https://www.catho.com.br/vagas/ajudante-de-producao-varginha-mg/32184946/,,,,,,,,,"CANDIDATURA FÁCIL Ajudante de Produção - Varginha/MG ADECCO - MATRIZ Até R$ 2.000,00 1 vaga: Tres Coracoes - MG (1) Atualizada em 15/08 # *Informações da Vaga * *Vaga Operador de Produção * *Contrato: Temporário, com chances de efetivação * *Salário:* R$ 1650,00 - * *Requisitos: • Ensino Fundamental… continuar lendo Enviar Candidatura Fácil"
catho,GRADUAÇÃO EM ADMINISTRAÇÃO - VENDAS,https://www.catho.com.br/vagas/graduacao-em-administracao-vendas/32185084/,,,,,,,,,"CANDIDATURA FÁCIL GRADUAÇÃO EM ADMINISTRAÇÃO - VENDAS INTEGRAR/RS Até R$ 2.000,00 1 vaga: Porto Alegre - RS (1) Publicada em 18/06 VAGA DE ESTÁGIO – ADMINISTRAÇÃO Local: Centro – Porto Alegre/RS Horário: De segunda a sexta-feira, das 9h às 12h e das 13h às 16h Bolsa: R$ 1.518,00 Atividades: Auxiliar nas… continuar lendo Enviar Candidatura Fácil"
catho,Ajudante Geral,https://www.catho.com.br/vagas/ajudante-geral/32185072/,,,,,,,,,"CANDIDATURA FÁCIL Ajudante Geral KADOSH RH Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada em 18/06 O profissional responsável por auxiliar em diversas tarefas dentro do ambiente de produção de uma empresa, garantindo o bom andamento do processo produtivo. Preparar e levar… continuar lendo Enviar Candidatura Fácil"
catho,ENSINO MÉDIO,https://www.catho.com.br/vagas/ensino-medio/32185056/,,,,,,,,,"CANDIDATURA FÁCIL ENSINO MÉDIO INTEGRAR/RS Até R$ 2.000,00 1 vaga: Porto Alegre - RS (1) Publicada em 18/06 VAGA DE ESTÁGIO – AUXILIAR DE LOJA (ENSINO MÉDIO) Local: Jardim Botânico – Porto Alegre/RS Horário: De segunda a sábado, das 13h às 18h Bolsa: R$ 800,00 Atividades: Auxiliar na… continuar lendo Enviar Candidatura Fácil"
catho,Auxiliar de Limpeza,https://www.catho.com.br/vagas/auxiliar-de-limpeza/32185040/,,,,,,,,,"CANDIDATURA FÁCIL Auxiliar de Limpeza BPS PROFIT TERCEIRIZAÇÃO Até R$ 2.000,00 1 vaga: Americana - SP (1) Publicada em 18/06 VAGA: Auxiliar de limpeza ? Horário de trabalho: Segunda a sexta das 6h às 15h48 Salário: R$ 1.717,21 ?? Benefícios: VT conforme a necessidade VA de R$144,00 por mês VR de… continuar lendo Enviar Candidatura Fácil"
catho,"Estágio Técnico (Indústria) em Pouso Alegre, Contagem e Uberlândia - MILLS",https://www.catho.com.br/vagas/estagio-tecnico-industria-em-pouso-alegre-contagem-e-uberlandia-mills/32187306/,,,,,,,,,"CANDIDATURA FÁCIL Estágio Técnico (Indústria) em Pouso Alegre, Contagem e Uberlândia - MILLS Mills Vaga com recrutador muito ativo Até R$ 2.000,00 3 vagas: Contagem - MG (1),Pouso Alegre - MG (1)+ cidades Atualizada em 03/07 Será apoio para os técnicos nas demandas pertinentes a manutenção das plataformas elevatórias, contribuindo com novas ideias, desenvolvendo habilidades e aprendizagem na área de… continuar lendo Enviar Candidatura Fácil"
catho,Assistente Comercial de Vendas,https://www.catho.com.br/vagas/assistente-comercial-de-vendas/32192892/,,,,,,,,,"CANDIDATURA FÁCIL Assistente Comercial de Vendas Alphatec Purificadores Até R$ 2.000,00 1 vaga: Barueri - SP (1) Publicada em 18/06 • Suporte à equipe de vendas: • Gestão de Contatos: • Acompanhamento de Pedidos: • Elaboração de Relatórios: • Preparação de Propostas: • Análise de Mercado: - Possuir habilidades… continuar lendo Enviar Candidatura Fácil"
catho,Supervisor de Vendas – Bebidas Funcionais,https://www.catho.com.br/vagas/supervisor-de-vendas-bebidas-funcionais/32185401/,,,,,,,,,"CANDIDATURA FÁCIL Supervisor de Vendas – Bebidas Funcionais INTERACAO - SOLUCOES INTELIGENTES EM EDUCACAO De R$ 4.001,00 a R$ 5.000,00 1 vaga: São Paulo - SP (1) Atualizada em 23/07 Buscamos um(a) Supervisor(a) de Vendas para liderar a equipe de campo responsável pela execução e expansão de uma marca emergente no segmento de bebidas funcionais e saudáveis… continuar lendo Enviar Candidatura Fácil"
catho,Supervisor de Call Center Back Office,https://www.catho.com.br/vagas/supervisor-de-call-center-back-office/32190226/,,,,,,,,,"CANDIDATURA FÁCIL Supervisor de Call Center Back Office Empresa ConfidencialPor que? De R$ 4.001,00 a R$ 5.000,00 1 vaga: São Paulo - SP (1) Atualizada em 07/08 A nossa empresa está em busca de um Supervisor de Teleatendimento para integrar a nossa equipe. Se você é interessado em processos organizacionais e possui um forte… continuar lendo Enviar Candidatura Fácil"
catho,Pintor Eletrostático,https://www.catho.com.br/vagas/pintor-eletrostatico/31770359/,,,,,,,,,"CANDIDATURA FÁCIL Pintor Eletrostático Empresa ConfidencialPor que? Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada em 09/08 vaga prorrogada Realizar pintura eletrostática a pó em peças metálicas, realizar as rotinas de preparação das peças para pintura, limpeza de cabine, controle de qualidade das pinturas efetuadas… continuar lendo Enviar Candidatura Fácil"
catho,Assistente Contábil,https://www.catho.com.br/vagas/assistente-contabil/32928058/,,,,,,,,,"CANDIDATURA FÁCIL Assistente Contábil GGP Vaga com recrutador muito ativo A combinar 1 vaga: São Paulo - SP (1) Atualizada ontem Auxiliar na classificação, conciliação e lançamentos para a área responsável pela contabilidade de uma empresa bem como apuração de impostos. Ensino Superior (completo ou… continuar lendo Enviar Candidatura Fácil"
catho,Vendedor Técnico Externo,https://www.catho.com.br/vagas/vendedor-tecnico-externo/31893262/,,,,,,,,,"CANDIDATURA FÁCIL Vendedor Técnico Externo Empresa ConfidencialPor que? A combinar 1 vaga: Rio de Janeiro - RJ (1) Publicada em 11/08 vaga prorrogada Venda de serviços O profissional será responsável por criar estratégias comerciais para expansão de mercado, Prospectar novas oportunidades, negociar e manter relacionamentos… continuar lendo Enviar Candidatura Fácil"
catho,Auxiliar de Logística e Expedição,https://www.catho.com.br/vagas/auxiliar-de-logistica-e-expedicao/32924312/,,,,,,,,,"CANDIDATURA FÁCIL Auxiliar de Logística e Expedição FORLINKS BRASIL Até R$ 2.000,00 1 vaga: Sapucaia do Sul - RS (1) Atualizada ontem **Vagas Abertas: Auxiliar de Logística e Expedição** Estamos em busca de um profissional dinâmico e organizado para se juntar ao nosso time de logística e expedição. Em uma… continuar lendo Enviar Candidatura Fácil"
catho,Recepcionista,https://www.catho.com.br/vagas/recepcionista/32025065/,,,,,,,,,"CANDIDATURA FÁCIL Recepcionista SHIMA SPA Até R$ 2.000,00 1 vaga: Votorantim - SP (1) Publicada em 11/08 vaga prorrogada Atendimento telefonico, whats app, faturamento, alimentação da agendaBoa dicção, educada, com vontade de aprender e trabalhar continuar lendo Enviar Candidatura Fácil"
catho,Recepcionista,https://www.catho.com.br/vagas/recepcionista/32025056/,,,,,,,,,"CANDIDATURA FÁCIL Recepcionista SHIMA SPA Até R$ 2.000,00 1 vaga: Votorantim - SP (1) Publicada em 11/08 vaga prorrogada Atendimento telefonico, whats app, faturamento, alimentação da agendaBoa dicção, educada, com vontade de aprender e trabalhar continuar lendo Enviar Candidatura Fácil"
catho,Ajudante de Cozinha,https://www.catho.com.br/vagas/ajudante-de-cozinha/31982492/,,,,,,,,,"CANDIDATURA FÁCIL Ajudante de Cozinha NOVA ELEVAÇÃO Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada em 11/08 vaga prorrogada Auxiliar na preparação de alimentos conforme orientação do cozinheiro Realizar a higienização e organização da cozinha Auxiliar no controle de estoque de alimentos e… continuar lendo Enviar Candidatura Fácil"
catho,Assistente de Vendas / Comercial,https://www.catho.com.br/vagas/assistente-de-vendas-comercial/31756320/,,,,,,,,,"CANDIDATURA FÁCIL Assistente de Vendas / Comercial Empresa ConfidencialPor que? Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: Osasco - SP (1) Publicada em 11/08 vaga prorrogada As atividades a serem desenvolvidas na função, prospecção de clientes para venda de treinamentos empresariais, somente para empresas, voltados para Recursos Humanos e Segurança do… continuar lendo Enviar Candidatura Fácil"
