Fonte,Título,Link,Área,Localidade,Salário,Habilidades,Empresa,Publicada em,Modalidade,Requisitos,Descrição
catho,Vendedor,https://www.catho.com.br/vagas/vendedor/32159307/,,,,,,,,,"CANDIDATURA FÁCIL Vendedor Assertiva Suporte Empresarial LTDA A combinar 1 vaga: Palhoca - SC (1) Atualizada em 17/06 VENDEDOR *PALHOÇA/SC * Empresa especializada em pisos esportivos, com mais de 10 anos de experiência no mercado, Está em busca de um(a) VENDEDOR(A) para integrar nossa equipe… continuar lendo Enviar Candidatura Fácil"
catho,Ajudante de Motorista,https://www.catho.com.br/vagas/ajudante-de-motorista/33219872/,,,,,,,,,"CANDIDATURA FÁCIL Ajudante de Motorista GRUPO ATTIVITA Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: Cotia - SP (1) Publicada hoje Responsável em auxiliar o motorista na carga e descarga do caminhão e em entregas.Ensino médio completo, experiência comprovada como ajudante de motorista ou ajudante de carga e… continuar lendo Enviar Candidatura Fácil"
catho,Promotor de Merchandising,https://www.catho.com.br/vagas/promotor-de-merchandising/33224966/,,,,,,,,,"CANDIDATURA FÁCIL Promotor de Merchandising SPAR BRASIL Até R$ 2.000,00 1 vaga: Mossoro - RN (1) Publicada hoje Vaga de Emprego: Promotor Merchandising Estamos em busca de um profissional dinâmico e com experiência para atuar como Promotor. Se você tem paixão por vendas e gosta de estar… continuar lendo Enviar Candidatura Fácil"
catho,Operador de Tráfego I - CCR VIA SUL (Gravataí/RS),https://www.catho.com.br/vagas/operador-de-trafego-i-ccr-via-sul-gravatai-rs/33224965/,,,,,,,,,"CANDIDATURA FÁCIL Operador de Tráfego I - CCR VIA SUL (Gravataí/RS) GLOBAL SERVIÇOS SANTO ANDRÉ. Até R$ 2.000,00 1 vaga: Viamao - RS (1) Publicada hoje **Vagas Disponíveis: Operador de Tráfego I - CCR VIA SUL** ?? Oportunidade de Trabalho – Operador de Tráfego I (Turno Dia) Local: Base Operacional 07 – S.A.U… continuar lendo Enviar Candidatura Fácil"
catho,Vendedor de Loja - URUGUAIANA,https://www.catho.com.br/vagas/vendedor-de-loja-uruguaiana/33224961/,,,,,,,,,"CANDIDATURA FÁCIL Vendedor de Loja - URUGUAIANA GTO RECURSOS HUMANOS Até R$ 2.000,00 1 vaga: Uruguaiana - RS (1) Publicada hoje Fazemos parte de um dos maiores grupos de telecomunicações do mundo, dedicando-nos a oferecer a melhor experiência em telefonia, internet e soluções digitais para milhões de… continuar lendo Enviar Candidatura Fácil"
catho,Agente Sac Sem Experiência,https://www.catho.com.br/vagas/agente-sac-sem-experiencia/33224960/,,,,,,,,,"CANDIDATURA FÁCIL Agente Sac Sem Experiência NEO RH Até R$ 2.000,00 1 vaga: Barueri - SP (1) Publicada hoje Estamos em busca de profissionais para atuar como Operador de Atendimento Receptivo, prestando suporte aos clientes de forma cordial e eficiente. O colaborador será responsável… continuar lendo Enviar Candidatura Fácil"
catho,Vendedor de Loja -CLARO - Shopping NOVO HAMBURGO,https://www.catho.com.br/vagas/vendedor-de-loja-claro-shopping-novo-hamburgo/33224959/,,,,,,,,,"CANDIDATURA FÁCIL Vendedor de Loja -CLARO - Shopping NOVO HAMBURGO GTO RECURSOS HUMANOS Até R$ 2.000,00 1 vaga: Novo Hamburgo - RS (1) Publicada hoje Fazemos parte de um dos maiores grupos de telecomunicações do mundo, dedicando-nos a oferecer a melhor experiência em telefonia, internet e soluções digitais para milhões de… continuar lendo Enviar Candidatura Fácil"
catho,Agente Call Center Ativo Seg a Sex,https://www.catho.com.br/vagas/agente-call-center-ativo-seg-a-sex/33224957/,,,,,,,,,"CANDIDATURA FÁCIL Agente Call Center Ativo Seg a Sex NEO RH Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada hoje Estamos em busca de profissionais comunicativos, organizados e com vontade de aprender para atuar na área de cobrança por telefone. Não exigimos experiência anterior – oferecemos… continuar lendo Enviar Candidatura Fácil"
catho,Vendedor de Loja - GRAVATAÍ,https://www.catho.com.br/vagas/vendedor-de-loja-gravatai/33224955/,,,,,,,,,"CANDIDATURA FÁCIL Vendedor de Loja - GRAVATAÍ GTO RECURSOS HUMANOS Até R$ 2.000,00 1 vaga: Gravatai - RS (1) Publicada hoje Fazemos parte de um dos maiores grupos de telecomunicações do mundo, dedicando-nos a oferecer a melhor experiência em telefonia, internet e soluções digitais para milhões de… continuar lendo Enviar Candidatura Fácil"
catho,VENDEDORA - Breezy Moda Feminina - Cpo Grande,https://www.catho.com.br/vagas/vendedora-breezy-moda-feminina-cpo-grande/33224953/,,,,,,,,,"CANDIDATURA FÁCIL VENDEDORA - Breezy Moda Feminina - Cpo Grande Empresa ConfidencialPor que? Até R$ 2.000,00 1 vaga: Rio de Janeiro - RJ (1) Publicada hoje Estamos selecionando Vendedora sem experiência, para a nossa Loja no West Shopping - Campo Grande Responsabilidades: - Atendimento e Vendas ao Cliente; - Organização de Loja, bem… continuar lendo Enviar Candidatura Fácil"
catho,Estágio Administrativo - Logística,https://www.catho.com.br/vagas/estagio-administrativo-logistica/33224949/,,,,,,,,,"CANDIDATURA FÁCIL Estágio Administrativo - Logística Malte Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: Arujá - SP (1) Publicada hoje Auxiliar no planejamento de materiais de projetos e cockpit; Gerir KPIs garantindo atualização dos indicadores; Atuar no controle de compra e reforma de embalagens; Auxiliar nas… continuar lendo Enviar Candidatura Fácil"
catho,Analista de Dados,https://www.catho.com.br/vagas/analista-de-dados/33224838/,,,,,,,,,"CANDIDATURA FÁCIL Analista de Dados DEEP - DES. E ENV. ESTRAT. DE PESSOAS E CLIENTES Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada hoje Atribuições: Gestão de dados e informações; Criação e controle de cronogramas; Articulação com lideranças comunitárias; Percepção investigativa de campo; Entrevistas com… continuar lendo Enviar Candidatura Fácil"
catho,Estágio Em Pedagogia Bilíngue,https://www.catho.com.br/vagas/estagio-em-pedagogia-bilingue/33224837/,,,,,,,,,"CANDIDATURA FÁCIL Estágio Em Pedagogia Bilíngue ENCAIXE RECURSOS HUMANOS Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada hoje Auxiliar na elaboração de materiais pedagógicos em inglês Apoiar os professores em atividades em sala de aula Contribuir com a organização de eventos e projetos… continuar lendo Enviar Candidatura Fácil"
catho,ATIVO DE COBRANÇA,https://www.catho.com.br/vagas/ativo-de-cobranca/33225913/,,,,,,,,,"CANDIDATURA FÁCIL ATIVO DE COBRANÇA Empresa ConfidencialPor que? Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada hoje Somos uma empresa líder em seu segmento, comprometida com a entrega de soluções inovadoras e de alta qualidade. Com uma equipe experiente e apaixonada, trabalhamos para superar… continuar lendo Enviar Candidatura Fácil"
catho,Atendente de Sorveteria / Cafeteira,https://www.catho.com.br/vagas/atendente-de-sorveteria-cafeteira/33225912/,,,,,,,,,"CANDIDATURA FÁCIL Atendente de Sorveteria / Cafeteira BACIO DI LATTE Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada hoje Buscamos profissionais apaixonados por gelato e atendimento ao cliente para fazer parte da nossa equipe. Se você busca um ambiente de trabalho dinâmico, inclusivo e desafiador… continuar lendo Enviar Candidatura Fácil"
catho,Meio Oficial Eletricista,https://www.catho.com.br/vagas/meio-oficial-eletricista/33225910/,,,,,,,,,"CANDIDATURA FÁCIL Meio Oficial Eletricista ALAMO ENGENHARIA Até R$ 2.000,00 1 vaga: Belo Horizonte - MG (1) Publicada hoje Vaga para Meio Oficial de Eletricista I Responsabilidades: Auxiliar na instalação, manutenção e reparo de sistemas elétricos, como painéis, iluminação, quadros de força e… continuar lendo Enviar Candidatura Fácil"
catho,1834 - Assistente Administrativo ( Estágio),https://www.catho.com.br/vagas/1834-assistente-administrativo-estagio/32172876/,,,,,,,,,"CANDIDATURA FÁCIL 1834 - Assistente Administrativo ( Estágio) VEHLOR Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: Maringa - PR (1) Publicada em 17/06 Vaga presencial em Paranavaí-Pr Esta cursando adminstração, psicologia ou contabilidade. Detalhista, gste de ler, facilidade com escrita de textos, boa counicação escrita… continuar lendo Enviar Candidatura Fácil"
catho,1842 - Estágio Atendente,https://www.catho.com.br/vagas/1842-estagio-atendente/32175407/,,,,,,,,,"CANDIDATURA FÁCIL 1842 - Estágio Atendente VEHLOR Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: Maringa - PR (1) Publicada em 17/06 Atendimento ao público, organização e reposição de podutos.nanDeverá estar cursando: nan continuar lendo Enviar Candidatura Fácil"
catho,1841 - Estágio Atendente,https://www.catho.com.br/vagas/1841-estagio-atendente/32175401/,,,,,,,,,"CANDIDATURA FÁCIL 1841 - Estágio Atendente VEHLOR Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: Maringa - PR (1) Publicada em 17/06 Atendimento ao público, organização, reposição de prdutos.nanDeverá estar cursando: nan continuar lendo Enviar Candidatura Fácil"
catho,Estagio em manutenção,https://www.catho.com.br/vagas/estagio-em-manutencao/32169871/,,,,,,,,,"CANDIDATURA FÁCIL Estagio em manutenção Empresa ConfidencialPor que? Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Atualizada em 07/08 Reembolso e pedido de peças, Controle e liberação de estoque e equipamentos, Afastamento no sistema, Simulador de manutenção e cálculo de valor de custo, Controle de produtividade… continuar lendo Enviar Candidatura Fácil"
catho,Estagiário ADM/Financeiro,https://www.catho.com.br/vagas/estagiario-adm-financeiro/32172856/,,,,,,,,,"CANDIDATURA FÁCIL Estagiário ADM/Financeiro RHF TALENTOS Até R$ 2.000,00 1 vaga: Curitiba - PR (1) Atualizada em 23/06 CONCILIAÇÕES BANCÁRIAS, LANÇAMENTOS DE CONTAS A PAGAR E A RECEBER, SUPERVISÃO DE E-MAILS E WHATSAPP, ATENDIMENTO AO CLIENTE, EMISSÃO DE NOTAS FISCAIS. POSSUIR COMPUTADOR OU… continuar lendo Enviar Candidatura Fácil"
catho,1835 - Estagio Ensino médio,https://www.catho.com.br/vagas/1835-estagio-ensino-medio/32172878/,,,,,,,,,"CANDIDATURA FÁCIL 1835 - Estagio Ensino médio VEHLOR Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada em 17/06 Organização de estoque Separação e conferência de mecadorias Recebimento e preparo de produtos para o enio.nanDeverá estar cursando: nan continuar lendo Enviar Candidatura Fácil"
catho,1836 - Estágio em Comunicação e Multimeios,https://www.catho.com.br/vagas/1836-estagio-em-comunicacao-e-multimeios/32173671/,,,,,,,,,"CANDIDATURA FÁCIL 1836 - Estágio em Comunicação e Multimeios VEHLOR Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: Maringa - PR (1) Publicada em 17/06 - gestão e movimentação de rede social - produção ecaptação de conteúdo audiovisual - prospecção de prdutos e tendências - contato e alinhamento com depatamento de mkt dos… continuar lendo Enviar Candidatura Fácil"
catho,1844 - Estágio de Marketing/Publicidade,https://www.catho.com.br/vagas/1844-estagio-de-marketing-publicidade/32175411/,,,,,,,,,"CANDIDATURA FÁCIL 1844 - Estágio de Marketing/Publicidade VEHLOR Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: Maringa - PR (1) Publicada em 17/06 Auxiliar no atendimento das mídias sociais, realizaço de artes, posts, reels e outras atividades ligadosa área de divulgação.Saber utilizar as redes sociais. Diferencial estara… continuar lendo Enviar Candidatura Fácil"
catho,1838 - Estagiário de Sac,https://www.catho.com.br/vagas/1838-estagiario-de-sac/32175395/,,,,,,,,,"CANDIDATURA FÁCIL 1838 - Estagiário de Sac VEHLOR Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: Maringa - PR (1) Publicada em 17/06 Auxiliar nas atividades de atendimento ao cliente, pestando suporte aos clientes residenciais pelos divesos canais de comunicação, identificando as dificulddes e auxiliando na… continuar lendo Enviar Candidatura Fácil"
catho,1837 - Estagiário de Sac,https://www.catho.com.br/vagas/1837-estagiario-de-sac/32175391/,,,,,,,,,"CANDIDATURA FÁCIL 1837 - Estagiário de Sac VEHLOR Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: Maringa - PR (1) Publicada em 17/06 Auxiliar nas atividades de atendimento ao cliente, pestando suporte aos clientes residenciais pelos divesos canais de comunicação, identificando as dificulddes e auxiliando na… continuar lendo Enviar Candidatura Fácil"
catho,Estágio em Direito Trabalhista,https://www.catho.com.br/vagas/estagio-em-direito-trabalhista/32170348/,,,,,,,,,"CANDIDATURA FÁCIL Estágio em Direito Trabalhista Fransa Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada em 17/06 VAGA DE ESTÁGIO EM DIREITO TRABALHISTA/ CÍVEL Fransa Corretora de Seguros Ltda. Local: São Paulo/SP  Vila Prudente Modalidade: Presencial Horário: Segunda a sexta-feira, das… continuar lendo Enviar Candidatura Fácil"
catho,Assessor de Cartões Shopping Park Lagos,https://www.catho.com.br/vagas/assessor-de-cartoes-shopping-park-lagos/32169554/,,,,,,,,,"CANDIDATURA FÁCIL Assessor de Cartões Shopping Park Lagos MARISA LOJAS Até R$ 2.000,00 1 vaga: Cabo Frio - RJ (1) Atualizada em 15/08 Responsabilidades e atribuições Orientar e esclarecer dúvidas; Auxiliar nas buscas por peças, tamanhos e cores; Abastecer a loja e repor peças quando não estão disponíveis na… continuar lendo Enviar Candidatura Fácil"
catho,Estagiária Recursos Humanos,https://www.catho.com.br/vagas/estagiaria-recursos-humanos/32169747/,,,,,,,,,"CANDIDATURA FÁCIL Estagiária Recursos Humanos FACUNICAMPS Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: Goiania - GO (1) Publicada em 17/06 Controle de ponto eletrônico; Organização de documentos admissionais, demissionais e arquivos de colaboradores; Atendimento a colaboradores para esclarecimento de dúvidas sobre… continuar lendo Enviar Candidatura Fácil"
catho,Repositor de hortifruti,https://www.catho.com.br/vagas/repositor-de-hortifruti/32172165/,,,,,,,,,"CANDIDATURA FÁCIL Repositor de hortifruti DNA WORK Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada em 17/06 Informações da vaga: Local: São Paulo | SP | vila madalena Horário da vaga: Segunda à Sexta 12:10 / 20:30 Sábado: 10:40 às 19:00 Salário de : R$ 2025.00 6x1 com folga… continuar lendo Enviar Candidatura Fácil"
catho,Estágio Nível Técnico - Telemarketing,https://www.catho.com.br/vagas/estagio-nivel-tecnico-telemarketing/32172304/,,,,,,,,,"CANDIDATURA FÁCIL Estágio Nível Técnico - Telemarketing Empresa ConfidencialPor que? Vaga com recrutador muito ativo Até R$ 2.000,00 14 vagas: São José dos Campos - SP (14) Publicada em 17/06 Irá atuar com telemarketingCURSANDO ENSINO TECNICO RESIDIR EM SÃO JOSÉ DOS CAMPOS OU JACAREÍDeverá estar cursando: CURSANDO ENSINO TECNICO RESIDIR EM SÃO JOSÉ DOS CAMPOS OU JACAREÍ continuar lendo Enviar Candidatura Fácil"
catho,Analista Contábil Sênior,https://www.catho.com.br/vagas/analista-contabil-senior/32374647/,,,,,,,,,"CANDIDATURA FÁCIL Analista Contábil Sênior NOBILITA CONTABILIDADE Vaga com recrutador muito ativo De R$ 4.001,00 a R$ 5.000,00 1 vaga: Belo Horizonte - MG (1) Atualizada em 02/09 Executar o fechamento contábil e elaborar relatórios mensal e anual Elaborar e revisar demonstrações financeiras (Balanço, DRE, DFC) Garantir a conformidade com as normas… continuar lendo Enviar Candidatura Fácil"
catho,EDITAL 589/2025- ENFERMEIRO LÍDER - (EXTERNO) - CAMPINAS,https://www.catho.com.br/vagas/edital-589-2025-enfermeiro-lider-externo-campinas/32376905/,,,,,,,,,"CANDIDATURA FÁCIL EDITAL 589/2025- ENFERMEIRO LÍDER - (EXTERNO) - CAMPINAS CEJAM De R$ 5.001,00 a R$ 6.000,00 1 vaga: Campinas - SP (1) Publicada em 01/07 Para atuar nos serviços de assistência à saúde e compor o quadro de profissionais do Hospital Complexo Hospitalar Edivaldo Orsi (Ouro Verde) e Hospital Mário Gatti, que presta… continuar lendo Enviar Candidatura Fácil"
catho,Supervisor de Eventos e Grupos - Hotelaria,https://www.catho.com.br/vagas/supervisor-de-eventos-e-grupos-hotelaria/32369391/,,,,,,,,,"CANDIDATURA FÁCIL Supervisor de Eventos e Grupos - Hotelaria ESTANPLAZA HOTEIS Vaga com recrutador muito ativo De R$ 7.001,00 a R$ 8.000,00 1 vaga: São Paulo - SP (1) Publicada em 01/07 "" Liderar, orientar e desenvolver a equipe responsável pelo atendimento de grupos e eventos. "" Analisar os briefings recebidos e direcionar a equipe para a melhor estratégia de… continuar lendo Enviar Candidatura Fácil"
catho,Coordenador Pedagógico,https://www.catho.com.br/vagas/coordenador-pedagogico/32364450/,,,,,,,,,"CANDIDATURA FÁCIL Coordenador Pedagógico CIP English De R$ 7.001,00 a R$ 8.000,00 1 vaga: Belem - PA (1) Atualizada em 26/07 "" Contribuir com o seu trabalho para o cumprimento da missão, visão e valores da CIP ENGLISH, perpetuando e fortalecendo a cultura da empresa por meio de discurso e ações aos… continuar lendo Enviar Candidatura Fácil"
catho,Gerente de Controladoria Vaga afirmativa também para o público PCD - 97306,https://www.catho.com.br/vagas/gerente-de-controladoria-vaga-afirmativa-tambem-para-o-publico-pcd-97306/32374916/,,,,,o público PCD - 97306,,,,"CANDIDATURA FÁCIL Gerente de Controladoria Vaga afirmativa também para o público PCD - 97306 MANPOWER Vaga com recrutador muito ativo De R$ 9.001,00 a R$ 10.000,00 1 vaga: Jundiai - SP (1) Publicada em 01/07 Responsabilidades e atribuições Esta vaga também é destinada a Pessoas com Deficiência (PCD). Valorizamos a diversidade e incentivamos a candidatura de profissionais de todos os… continuar lendo Enviar Candidatura Fácil"
catho,Key Account,https://www.catho.com.br/vagas/key-account/32374946/,,,,,,,,,"CANDIDATURA FÁCIL Key Account Armac Vaga com recrutador muito ativo De R$ 10.001,00 a R$ 15.000,00 1 vaga: Feira de Santana - BA (1) Publicada em 01/07 Responsabilidades e atribuições: Identificar leads potenciais e oportunidades de negócios por meio de pesquisa de mercado, contatos iniciais e participação em eventos do… continuar lendo Enviar Candidatura Fácil"
catho,Vice-Diretor,https://www.catho.com.br/vagas/vice-diretor/32392808/,,,,,,,,,"CANDIDATURA FÁCIL Vice-Diretor ANA ISABEL ROCCO GOMES A combinar 1 vaga: São José dos Pinhais - PR (1) Publicada em 02/07 Atividades: Estamos em busca de um(a) Vice Diretor(a) para atuar em parceria com a Direção geral, contribuindo com o planejamento e execução de estratégias táticas e operacionais… continuar lendo Enviar Candidatura Fácil"
catho,Business Partner,https://www.catho.com.br/vagas/business-partner/32395576/,,,,,,,,,"CANDIDATURA FÁCIL Business Partner Renomada empresa. Vaga com recrutador muito ativo A combinar 1 vaga: Fortaleza - CE (1) Publicada em 02/07 Apoiar em processos de Recrutamento & Seleção do time de Engenharia de Produção. Fornecer de forma contínua orientações acerca das políticas de gestão de pessoas, para os… continuar lendo Enviar Candidatura Fácil"
catho,Designer Gráfico Pleno,https://www.catho.com.br/vagas/designer-grafico-pleno/32393369/,,,,,,,,,"CANDIDATURA FÁCIL Designer Gráfico Pleno BRITÂNIA A combinar 1 vaga: Curitiba - PR (1) Publicada em 02/07 Descrição: Criação e finalização de embalagens, materiais de ponto de venda e materiais para o departamento comercial e comunicação empresarial; Tratamento de imagens, vetorização… continuar lendo Enviar Candidatura Fácil"
catho,Assistente de RH,https://www.catho.com.br/vagas/assistente-de-rh/32393152/,,,,,,,,,CANDIDATURA FÁCIL Assistente de RH INNOVA RH A combinar 1 vaga: Jundiai - SP (1) Publicada em 02/07 Oportunidade de Carreira em Recursos Humanos Estamos em busca de um Assistente de RH para se juntar ao nosso time na Innova Recursos Humanos ltda. Se você está buscando um… continuar lendo Enviar Candidatura Fácil
catho,Assistente Administrativo,https://www.catho.com.br/vagas/assistente-administrativo/32393038/,,,,Excel,,,,,CANDIDATURA FÁCIL Assistente Administrativo NOVA RH A combinar 1 vaga: Mogi das Cruzes - SP (1) Publicada em 02/07 CARGO: Assistente Administrativo (Foco em Departamento Pessoal) ESCOLARIDADE: Superior completo ou cursando CURSOS NECESSÁRIOS: Excel Experiência em carteira SALÁRIO: R$ 2.000… continuar lendo Enviar Candidatura Fácil
catho,AUX. DE PRODUÇÃO - RESTAURANTE FRANGO ASSADO JAGUARIÚNA,https://www.catho.com.br/vagas/aux-de-producao-restaurante-frango-assado-jaguariuna/32392941/,,,,,,,,,"CANDIDATURA FÁCIL AUX. DE PRODUÇÃO - RESTAURANTE FRANGO ASSADO JAGUARIÚNA RA CATERING Até R$ 2.000,00 1 vaga: Jaguariuna - SP (1) Publicada em 02/07 Realizar o descongelamento de produtos e ingredientes, seguindo as determinações em procedimentos, fichas técnicas e normas aplicáveis; Realizar a separação, triagem, higienização… continuar lendo Enviar Candidatura Fácil"
catho,Auxiliar manutenção condomínio residencial,https://www.catho.com.br/vagas/auxiliar-manutencao-condominio-residencial/32392931/,,,,,,,,,"CANDIDATURA FÁCIL Auxiliar manutenção condomínio residencial Empresa ConfidencialPor que? Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada em 02/07 Aux de Manutenção com experiência para zona norte Salário: 1.766,58 + acúmulo de função 20% + 300,00 premiação assiduidade + VR 20,76 por dia + VT 10,00 + VA (144,68). Escala:… continuar lendo Enviar Candidatura Fácil"
catho,PROMOTOR TRADE MARKETING II,https://www.catho.com.br/vagas/promotor-trade-marketing-ii/32392925/,,,,,,,,,"CANDIDATURA FÁCIL PROMOTOR TRADE MARKETING II WORK ON GROUP Até R$ 2.000,00 1 vaga: Belo Horizonte - MG (1) Publicada em 02/07 Responsabilidades: Realizar visitas a bares, distribuidoras e demais estabelecimentos parceiros para representação da marca; Apresentar e promover os produtos da Comary de forma… continuar lendo Enviar Candidatura Fácil"
catho,AUX. DE RESTAURANTE - FRANGO ASSADO JAGUARIÚNA,https://www.catho.com.br/vagas/aux-de-restaurante-frango-assado-jaguariuna/32392919/,,,,,,,,,"CANDIDATURA FÁCIL AUX. DE RESTAURANTE - FRANGO ASSADO JAGUARIÚNA RA CATERING Até R$ 2.000,00 1 vaga: Jaguariuna - SP (1) Publicada em 02/07 Auxiliar na preparação e montagem do balcão, através do abastecimento de mercadorias nas geladeiras ou vitrines, utensílios (xícaras, pires, pinças, sacos, etc.), limpeza do… continuar lendo Enviar Candidatura Fácil"
catho,vendedora loja de calçados,https://www.catho.com.br/vagas/vendedora-loja-de-calcados/32169908/,,,,,,,,,"CANDIDATURA FÁCIL vendedora loja de calçados SLLIPER STORE Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada em 17/06 Atendimento e Vendas Presenciais: Receber e atender clientes na loja física, identificando suas necessidades e apresentando os produtos de forma consultiva. Auxiliar os clientes… continuar lendo Enviar Candidatura Fácil"
catho,Atendimento Ao Público,https://www.catho.com.br/vagas/atendimento-ao-publico/32175470/,,,,,,,,,"CANDIDATURA FÁCIL Atendimento Ao Público CAIO INTERMEDIACAO IMOBILIARIA Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: São Paulo - SP (1) Publicada em 17/06 Irá atuar com atendimento ao cliente, recepcionar, apresentar os produtos, realizar as vendas.Requisitos Básicos: Maior de 18 Anos e Ensino Médio Completo. continuar lendo Enviar Candidatura Fácil"
catho,Assistente de Loja - Nike - Itupeva/SP (Vaga Efetiva),https://www.catho.com.br/vagas/assistente-de-loja-nike-itupeva-sp-vaga-efetiva/32170140/,,,,,,,,,"CANDIDATURA FÁCIL Assistente de Loja - Nike - Itupeva/SP (Vaga Efetiva) Nike Vaga com recrutador muito ativo Até R$ 2.000,00 9 vagas: Itupeva - SP (9) Publicada em 17/06 Responsável por atender os clientes no em loja identificando suas necessidades e orientando-os com informações necessárias sobre os produtos e sua adequada utilização, visando… continuar lendo Enviar Candidatura Fácil"
catho,Analista Financeiro,https://www.catho.com.br/vagas/analista-financeiro/32172741/,,,,,,,,,"CANDIDATURA FÁCIL Analista Financeiro Empresa ConfidencialPor que? Vaga com recrutador muito ativo De R$ 3.001,00 a R$ 4.000,00 1 vaga: Salto de Pirapora - SP (1) Publicada em 17/06 Local: Sorocaba/SP Horário: De segunda a sexta-feira, das 8h às 18h (com 1h12 de almoço) Estamos em busca de um(a) profissional com foco em organização, análise de dados… continuar lendo Enviar Candidatura Fácil"
catho,Supervisor de Mercado,https://www.catho.com.br/vagas/supervisor-de-mercado/32170172/,,,,,,,,,"CANDIDATURA FÁCIL Supervisor de Mercado VENDIFY De R$ 3.001,00 a R$ 4.000,00 1 vaga: São Paulo - SP (1) Atualizada em 29/07 Buscamos um(a) Supervisor(a) de Mercados com perfil analítico, foco em resultados e habilidade em gestão de pessoas e processos. Será responsável por supervisionar a operação de… continuar lendo Enviar Candidatura Fácil"
catho,Analista Financeiro - Contas a Pagar,https://www.catho.com.br/vagas/analista-financeiro-contas-a-pagar/32172711/,,,,,,,,,"CANDIDATURA FÁCIL Analista Financeiro - Contas a Pagar Empresa ConfidencialPor que? De R$ 3.001,00 a R$ 4.000,00 1 vaga: Barueri - SP (1) Atualizada em 18/08 Buscamos um(a) analista Financeiro(a) sênior, com perfil analítico, organizado e experiência comprovada em gestão de equipes e rotinas financeiras. O(a) profissional será… continuar lendo Enviar Candidatura Fácil"
catho,GERENTE COMERCIAL,https://www.catho.com.br/vagas/gerente-comercial/32172426/,,,,,,,,,"CANDIDATURA FÁCIL GERENTE COMERCIAL LASER COMPANY BRASIL De R$ 3.001,00 a R$ 4.000,00 1 vaga: Rio de Janeiro - RJ (1) Atualizada em 01/07 "" Responsável pela gestão de pessoas e resultados da loja; "" Responsável por escalas da equipe; "" Gerencia e direciona atividades da equipe; "" Realiza avaliação com novos… continuar lendo Enviar Candidatura Fácil"
catho,Analista Administrativo - TÉCNICO DE SEGURANÇA DO TRABALHO,https://www.catho.com.br/vagas/analista-administrativo-tecnico-de-seguranca-do-trabalho/32172353/,,,,,,,,,"CANDIDATURA FÁCIL Analista Administrativo - TÉCNICO DE SEGURANÇA DO TRABALHO PREMIUM TALENTS Vaga com recrutador muito ativo De R$ 3.001,00 a R$ 4.000,00 1 vaga: Diadema - SP (1) Atualizada em 25/06 Levantamento de documentos para mobilização, solicitação de Programas de SSO, encaminhamento para realização de exames e treinamentos, conforme escopo do cliente. Alimentação de… continuar lendo Enviar Candidatura Fácil"
catho,Analista Contabil Senior,https://www.catho.com.br/vagas/analista-contabil-senior/32176332/,,,,,,,,,"CANDIDATURA FÁCIL Analista Contabil Senior RHF Talentos Goiânia – Marista/GO De R$ 3.001,00 a R$ 4.000,00 1 vaga: Goiania - GO (1) Publicada em 17/06 Atividades a serem desenvolvidas: • Classificação e conciliação contábil de contas patrimoniais e de resultado; • Apuração de impostos diretos e indiretos (lucro real… continuar lendo Enviar Candidatura Fácil"
catho,Coordenador Comercial,https://www.catho.com.br/vagas/coordenador-comercial/32175502/,,,,,,,,,"CANDIDATURA FÁCIL Coordenador Comercial Empresa ConfidencialPor que? Vaga com recrutador muito ativo De R$ 3.001,00 a R$ 4.000,00 1 vaga: Rio de Janeiro - RJ (1) Publicada em 17/06 Acompanhar e gerenciar o fluxo de atendimento comercial, garantindo a eficiência no processo desde o primeiro contato até o fechamento da venda. Monitorar e qualificar os leads… continuar lendo Enviar Candidatura Fácil"
